"Unit1","Faction1","Class1","CompClass1","Tier1","Cost1","Unit2","Faction2","Class2","CompClass2","Tier2","Cost2","Any Wins","Outright Wins","Win Through Flee","Ties","Lose Through Flee","Outright Losses","Any Losses","Total Destructions","AvgRounds","AvgUnit1Models","AvgUnit1Hp","AvgUnit2Models","AvgUnit2Hp"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Silk Court Widowmakers","Silk Court","Knights","Light Cavalry","2","0","984","717","267","0","5","0","5","11","1.16","0.99","4.29","0.32","0.63"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","88","60","28","0","68","508","576","336","1.49","0.16","0.29","0.60","1.57"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Boneborn Grand Necromancer","Boneborn","Leader","Mage Hero","3","0","714","714","0","0","50","63","113","173","1.62","0.76","2.03","0.11","0.23"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Ratkin Throatnicks","Ratkin","Elites","Attack Infantry","2","0","40","5","35","0","16","883","899","61","1.11","0.06","0.14","3.93","3.93"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Silk Court Shimmerwebs","Silk Court","Shifters","Heavy Infantry","2","0","685","455","230","0","122","64","186","129","2.25","0.81","2.51","0.92","0.92"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Coppersand Overseer","Coppersand","Colossus","Monster","2","0","209","118","91","0","77","403","480","311","1.79","0.29","0.61","0.57","1.35"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Boneborn Banshee Queen","Boneborn","Leader","Hybrid Mage Hero","3","0","251","251","0","0","595","63","658","91","1.41","0.85","3.05","0.66","2.11"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Ratkin Fearaltar","Ratkin","Rataltar","Support Mage","2","0","860","845","15","0","29","1","30","110","1.10","0.89","2.21","0.05","0.06"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Silk Court Webdancers","Silk Court","Shifters","Unique","2","0","885","649","236","0","34","7","41","74","1.48","0.92","2.89","0.42","0.42"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Coppersand Warcrane","Coppersand","Colossus","Monster","2","0","177","94","83","0","102","506","608","215","1.94","0.28","0.59","0.69","1.71"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Boneborn The Gravedigger","Boneborn","Leader","Warrior Hero","3","0","154","154","0","0","96","474","570","276","1.95","0.25","0.45","0.57","1.78"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Ratkin Swarmaltar","Ratkin","Rataltar","Support Mage","2","0","946","909","37","0","12","0","12","42","1.17","0.96","3.29","0.05","0.07"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Silk Court Mimics","Silk Court","Shifters","Unique","2","0","762","607","155","0","60","5","65","173","1.43","0.82","2.08","0.35","0.35"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Coppersand Grand Bombard","Coppersand","Artillery","War Machine","2","0","885","772","113","0","28","9","37","78","1.78","0.91","1.95","0.15","0.24"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Boneborn Dracolich","Boneborn","Leader","Monster Hero","3","0","66","66","0","0","89","554","643","291","1.84","0.16","0.27","0.64","2.31"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Ratkin Feastaltar","Ratkin","Rataltar","Support Mage","2","0","924","895","29","0","21","0","21","55","1.16","0.95","2.97","0.05","0.08"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Silk Court Cocoon Cannon","Silk Court","Webcannon","War Machine","2","0","998","998","0","0","2","0","2","0","1.03","1.00","5.27","0.00","0.01"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Coppersand Hookshot","Coppersand","Artillery","War Machine","2","0","879","784","95","0","28","7","35","86","1.81","0.91","1.90","0.13","0.22"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Boneborn Archrevenant","Boneborn","Leader","Warrior Hero","3","0","218","218","0","0","73","487","560","222","1.65","0.29","0.72","0.56","2.01"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Ratkin Chumpwagon","Ratkin","Ratwagons","Unique","2","0","844","799","45","0","20","3","23","133","1.21","0.86","2.46","0.07","0.11"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Silk Court Spitter","Silk Court","Webcannon","War Machine","2","0","997","997","0","0","3","0","3","0","1.04","1.00","5.29","0.00","0.01"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Coppersand Surpressor","Coppersand","Artillery","War Machine","2","0","737","585","152","0","29","43","72","191","2.20","0.77","1.52","0.22","0.47"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Silk Court Huntmistress","Silk Court","Leader","Archer Hero","3","0","300","211","89","0","99","241","340","360","1.92","0.40","0.96","0.43","1.00"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Ratkin Battering-Rat","Ratkin","Ratwagons","Chariot","2","0","739","693","46","0","25","5","30","231","1.37","0.76","2.12","0.08","0.13"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Silk Court Weblayer","Silk Court","Webcannon","War Machine","2","0","997","997","0","0","3","0","3","0","1.03","1.00","5.29","0.00","0.01"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Warriors","Scaled Empire","Infantry","Warriors","1","2","215","36","179","0","58","627","685","100","1.56","0.27","0.57","2.46","2.46"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Silk Court Court Poisoner","Silk Court","Leader","Hybrid Mage Hero","3","0","228","174","54","0","318","233","551","336","1.77","0.49","1.19","0.54","1.40"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Ratkin Thiefwagon","Ratkin","Ratwagons","Chariot","2","0","560","480","80","0","32","18","50","390","1.65","0.59","1.50","0.13","0.28"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Warriors","Redspines","Warband","Warriors","1","2","573","379","194","0","44","29","73","354","1.25","0.62","1.54","0.42","0.42"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Militia","Scaled Empire","Infantry","Chaff","1","1","445","17","428","0","74","400","474","81","1.69","0.52","1.18","2.50","2.50"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Silk Court Mistress of Whispers","Silk Court","Leader","Mage Hero","3","0","495","421","74","0","81","94","175","330","1.85","0.58","1.30","0.25","0.49"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Warriors","Boneborn","Skeletons","Warriors","1","2","487","487","0","0","53","111","164","349","1.56","0.54","1.08","0.40","0.40"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Archers","Redspines","Warband","Archers","1","2","725","439","286","0","18","14","32","243","1.31","0.74","2.22","0.52","0.52"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Firepowder Corps","Scaled Empire","Infantry","Archers","1","2","347","55","292","0","64","448","512","141","1.88","0.41","0.84","2.08","2.08"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Silk Court Handmaid","Silk Court","Leader","Mage Hero","3","0","515","438","77","0","66","79","145","340","1.86","0.58","1.32","0.22","0.43"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","900","641","259","0","69","5","74","26","1.75","0.97","3.76","0.71","0.71"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Archers","Boneborn","Skeletons","Archers","1","2","846","846","0","0","18","12","30","124","1.54","0.86","2.24","0.09","0.09"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Beserks","Redspines","Warband","Fast Infantry","1","3","541","374","167","0","31","35","66","393","1.27","0.57","1.39","0.35","0.35"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Scout Corps","Scaled Empire","Infantry","Archers","1","3","334","51","283","0","61","467","528","138","1.87","0.40","0.83","2.12","2.12"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Silk Court Broodmother","Silk Court","Leader","Monster Hero","3","0","24","0","24","0","130","835","965","11","1.83","0.15","0.36","0.99","5.10"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","43","43","0","0","0","0","0","957","1.00","0.04","0.05","0.00","0.00"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Revenants","Boneborn","Skeletons","Infantry","1","3","733","733","0","0","37","48","85","182","1.68","0.77","1.89","0.24","0.24"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Crowseekers","Redspines","Warband","Infantry","1","2","734","439","295","0","17","5","22","244","1.31","0.75","2.31","0.49","0.49"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Scalewall","Scaled Empire","Infantry","Heavy Infantry","1","3","187","28","159","0","81","626","707","106","1.62","0.27","0.53","2.51","2.51"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","872","613","259","0","77","8","85","43","1.76","0.95","3.67","0.70","0.70"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Wights","Boneborn","Skeletons","Heavy Infantry","1","3","451","451","0","0","327","64","391","158","1.74","0.78","2.52","1.57","1.57"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Relentless","Redspines","Warband","Infantry","1","3","557","369","188","0","34","27","61","382","1.25","0.59","1.50","0.41","0.41"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Horsebreakers","Scaled Empire","Infantry","Infantry","1","3","226","41","185","0","69","608","677","97","1.57","0.30","0.60","2.45","2.45"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","500","418","82","0","76","125","201","299","1.83","0.58","1.39","0.28","0.56"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Archers","Gobbo","Goblins","Archers","1","2","968","568","400","0","27","0","27","5","1.71","1.00","5.14","0.87","0.87"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Fodder","Boneborn","Skeletons","Chaff","1","1","978","978","0","0","4","0","4","18","1.62","0.98","3.22","0.02","0.02"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Pincushions","Redspines","Warband","Infantry","1","3","567","372","195","0","27","34","61","372","1.23","0.59","1.49","0.38","0.38"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Cannonade","Scaled Empire","Firepower","War Machine","2","0","886","778","108","0","31","2","33","81","1.79","0.92","1.91","0.14","0.23"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","20","12","8","0","30","887","917","63","1.10","0.05","0.10","0.93","3.35"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Goblings","Gobbo","Goblins","Chaff","1","1","957","499","458","0","33","1","34","9","1.59","0.99","5.42","1.14","1.14"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Shieldbearers","Boneborn","Skeletons","Heavy Infantry","1","2","651","651","0","0","52","95","147","202","1.90","0.70","1.58","0.38","0.38"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Meatwads","Redspines","Huskarls","Heavy Infantry","2","0","663","476","187","0","33","64","97","240","1.30","0.70","2.21","0.47","0.77"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Mortar Company","Scaled Empire","Firepower","War Machine","2","0","884","765","119","0","25","4","29","87","1.79","0.91","1.98","0.15","0.24"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","144","86","58","0","65","336","401","455","1.58","0.21","0.47","0.46","1.24"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Poppers","Gobbo","Goblins","Infantry","1","2","927","573","354","0","24","1","25","48","1.59","0.95","4.00","0.76","0.76"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Tomb Titan","Boneborn","Bonegiant","Monster","2","0","294","294","0","0","94","95","189","517","1.51","0.39","0.78","0.19","0.44"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Blood-dancers","Redspines","Huskarls","Fast Infantry","2","0","695","533","162","0","7","81","88","217","1.08","0.70","1.60","0.38","0.61"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire War Organ","Scaled Empire","Firepower","War Machine","2","0","914","792","122","0","18","5","23","63","1.77","0.93","2.01","0.15","0.23"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","84","9","75","0","62","737","799","117","1.76","0.15","0.37","0.87","3.39"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Wolfcarts","Gobbo","Chariots","Chariot","2","0","437","231","206","0","93","106","199","364","1.87","0.53","1.79","0.47","1.17"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Grave Beast","Boneborn","Bonegiant","Monster","2","0","569","569","0","0","240","15","255","176","1.35","0.81","2.75","0.26","1.02"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Quillsprays","Redspines","Huskarls","Unique","2","0","900","661","239","0","5","11","16","84","1.16","0.91","3.13","0.36","0.58"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Outriders","Scaled Empire","Cavalry","Light Cavalry","2","0","521","232","289","0","81","174","255","224","1.87","0.60","1.30","0.97","0.97"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Coppersand Master Sapper","Coppersand","Leader","Support Hero","3","0","321","207","114","0","74","299","373","306","2.05","0.40","0.92","0.49","1.26"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Bangwagons","Gobbo","Chariots","Unique","2","0","193","193","0","0","0","0","0","807","1.00","0.19","0.47","0.00","0.00"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Skullclops","Boneborn","Bonegiant","Monster","2","0","550","550","0","0","49","14","63","387","1.44","0.60","1.39","0.06","0.17"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Raiders","Redspines","Boar Riders","Light Cavalry","2","0","768","753","15","0","8","4","12","220","1.03","0.78","1.87","0.04","0.05"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Wyrmknights","Scaled Empire","Cavalry","Flyer","2","0","217","5","212","0","72","665","737","46","1.69","0.29","0.60","2.16","3.87"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Coppersand Gatebreaker","Coppersand","Leader","Monster Hero","3","0","125","66","59","0","51","350","401","474","1.65","0.18","0.44","0.46","1.28"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Hunting Party","Gobbo","Chariots","Chariot","2","0","915","430","485","0","42","3","45","40","2.34","0.96","4.61","0.65","1.73"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Necromancers","Boneborn","Liches","Support Mage","2","0","730","730","0","0","12","11","23","247","1.44","0.74","1.61","0.04","0.07"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Woedriders","Redspines","Boar Riders","Heavy Cavalry","2","0","759","727","32","0","14","33","47","194","1.06","0.77","1.96","0.12","0.19"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Dragoons","Scaled Empire","Cavalry","Heavy Cavalry","2","0","176","3","173","0","71","734","805","19","1.73","0.25","0.53","2.40","4.31"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Coppersand The Warforger","Coppersand","Leader","Warrior Hero","3","0","359","274","85","0","69","246","315","326","1.99","0.43","0.98","0.40","0.87"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Starchucker","Gobbo","Hurtbox","War Machine","2","0","997","919","78","0","3","0","3","0","1.26","1.00","7.41","0.08","0.11"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Terrormancers","Boneborn","Liches","Attack Mage","2","0","467","467","0","0","63","98","161","372","1.57","0.53","1.07","0.26","0.42"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Screamers","Redspines","Boar Riders","Light Cavalry","2","0","607","604","3","0","1","7","8","385","1.01","0.61","1.24","0.01","0.02"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Twohanders","Scaled Empire","Veterans","Infantry","2","0","26","26","0","0","23","819","842","132","1.34","0.05","0.09","2.68","2.68"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Coppersand Crackshot","Coppersand","Leader","Archer Hero","3","0","415","322","93","0","66","176","242","343","1.92","0.48","1.11","0.34","0.74"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Boombox","Gobbo","Hurtbox","War Machine","2","0","996","922","74","0","4","0","4","0","1.23","1.00","7.45","0.08","0.11"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Blood Mages","Boneborn","Liches","Attack Infantry","2","0","24","24","0","0","6","527","533","443","1.01","0.03","0.04","0.65","0.97"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Valkryies","Redspines","Warwitches","Support Mage","2","0","901","884","17","0","1","2","3","96","1.03","0.90","2.45","0.02","0.03"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Bluemasks","Scaled Empire","Veterans","Heavy Infantry","2","0","246","34","212","0","163","509","672","82","1.87","0.41","0.83","2.69","2.69"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Coppersand The Zeppelin","Coppersand","Leader","War Machine Hero","3","0","225","54","171","0","96","495","591","184","2.76","0.32","0.92","0.76","2.86"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Firetruck","Gobbo","Hurtbox","Monster","2","0","944","784","160","0","45","0","45","11","2.37","0.99","4.52","0.21","0.62"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Wall of Flesh","Boneborn","Zombies","Heavy Infantry","2","0","6","6","0","0","162","810","972","22","2.32","0.17","0.49","3.68","6.90"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Furies","Redspines","Warwitches","Attack Mage","2","0","577","568","9","0","10","19","29","394","1.02","0.59","1.11","0.05","0.08"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Scaled Empire Jetbreaths","Scaled Empire","Veterans","Attack Infantry","2","0","285","48","237","0","61","533","594","121","1.92","0.35","0.70","2.20","2.20"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Scaled Empire The General","Scaled Empire","Leader","Hybrid Mage Hero","3","0","329","292","37","0","145","219","364","307","1.95","0.47","1.04","0.40","0.94"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","199","199","0","0","18","36","54","747","1.07","0.22","0.36","0.09","0.09"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Ghouls","Boneborn","Zombies","Fast Infantry","2","0","93","93","0","0","31","654","685","222","2.02","0.12","0.19","1.79","3.26"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Redspines Harvesters","Redspines","Warwitches","Support Mage","2","0","566","405","161","0","25","106","131","303","1.26","0.59","1.44","0.39","0.85"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Gobbo Boomshaman","Gobbo","Leader","Hybrid Mage Hero","3","0","389","389","0","0","0","0","0","611","1.00","0.39","0.59","0.00","0.00"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Scaled Empire Commando","Scaled Empire","Leader","Warrior Hero","3","0","132","75","57","0","173","371","544","324","1.70","0.31","0.67","0.60","1.79"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","738","596","142","0","124","20","144","118","2.14","0.86","2.77","0.70","0.70"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Boneborn Rotting Dead","Boneborn","Zombies","Unique","2","0","85","85","0","0","54","676","730","185","2.20","0.14","0.26","1.90","3.42"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Warriors","Coppersand","Mechanics","Warriors","1","2","899","645","254","0","38","2","40","61","1.41","0.94","3.07","0.45","0.45"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Gobbo Weirdweaver","Gobbo","Leader","Mage Hero","3","0","356","279","77","0","63","190","253","391","1.87","0.42","0.77","0.33","0.61"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Scaled Empire Archmage","Scaled Empire","Leader","Mage Hero","3","0","645","548","97","0","61","49","110","245","1.81","0.71","1.70","0.21","0.43"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","876","610","266","0","71","4","75","49","1.75","0.95","3.75","0.73","0.73"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Warriors","Silk Court","Spiderlings","Warriors","1","2","666","427","239","0","61","35","96","238","1.59","0.73","1.83","0.57","0.57"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Gunners","Coppersand","Mechanics","Archers","1","2","991","626","365","0","4","0","4","5","1.28","1.00","4.28","0.51","0.51"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Gobbo Cap'n Bangtidy","Gobbo","Leader","War Machine Hero","3","0","125","30","95","0","83","674","757","118","1.90","0.21","0.42","0.85","2.91"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Scaled Empire Wyrm Prince","Scaled Empire","Leader","Monster Hero","3","0","196","66","130","0","78","518","596","208","2.20","0.27","0.70","0.73","2.60"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Ratkin Warriors","Ratkin","Rats","Warriors","1","2","774","301","473","0","72","37","109","117","2.01","0.85","3.26","1.74","1.74"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Webspitters","Silk Court","Spiderlings","Infantry","1","3","652","423","229","0","51","91","142","206","1.61","0.70","1.71","0.62","0.62"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Sappers","Coppersand","Mechanics","Unique","1","2","998","580","418","0","2","0","2","0","1.29","1.00","5.20","0.63","0.63"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Gobbo Funguspeddler","Gobbo","Leader","Warrior Hero","3","0","92","53","39","0","8","715","723","185","1.09","0.10","0.17","0.76","1.88"
"Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","Scaled Empire Sharpshooter","Scaled Empire","Leader","Archer Hero","3","0","442","359","83","0","64","175","239","319","1.91","0.51","1.10","0.32","0.70"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","787","312","475","0","49","33","82","131","2.07","0.84","3.05","1.57","1.57"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Trappers","Silk Court","Spiderlings","Infantry","1","3","675","447","228","0","63","28","91","234","1.58","0.74","1.84","0.57","0.57"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Supplicants","Coppersand","Mechanics","Unique","1","2","995","700","295","0","2","0","2","3","1.14","1.00","4.42","0.37","0.37"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Gobbo The Green Wolf","Gobbo","Leader","Cav Hero","3","0","72","28","44","0","71","584","655","273","1.52","0.14","0.26","0.70","2.19"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Ratkin Pelters","Ratkin","Rats","Archers","1","2","839","349","490","0","38","21","59","102","1.89","0.88","3.40","1.54","1.54"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Huntsmen","Silk Court","Spiderlings","Archers","1","2","897","518","379","0","14","4","18","85","1.49","0.91","2.95","0.61","0.61"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Artificers","Coppersand","Mechanics","Infantry","1","3","907","629","278","0","28","1","29","64","1.43","0.94","3.05","0.47","0.47"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Ratkin The Ratking","Ratkin","Leader","Unique Hero","3","0","307","303","4","0","43","236","279","414","1.08","0.35","0.51","0.28","0.38"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Ratkin Horde","Ratkin","Rats","Chaff","1","1","985","256","729","0","9","0","9","6","1.84","0.99","5.76","2.66","2.66"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Trapdoors","Silk Court","Spiderlings","Unique","1","3","741","466","275","0","48","13","61","198","1.43","0.79","2.10","0.53","0.53"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Snipers","Coppersand","Mechanics","Archers","1","3","965","627","338","0","22","2","24","11","1.45","0.99","4.01","0.58","0.58"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Ratkin The Cabal","Ratkin","Leader","Mage Hero","3","0","228","68","160","0","64","545","609","163","1.92","0.29","0.59","1.26","2.09"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Ratkin Assasslings","Ratkin","Rats","Infantry","1","3","742","282","460","0","71","57","128","130","2.08","0.81","3.00","1.72","1.72"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Squires","Silk Court","Spiderlings","Heavy Infantry","1","2","894","529","365","0","46","15","61","45","2.00","0.94","3.20","0.81","0.81"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","772","630","142","0","21","35","56","172","1.32","0.79","2.37","0.29","0.65"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Ratkin The Grand Rataltar","Ratkin","Leader","Hybrid Mage Hero","3","0","287","237","50","0","74","222","296","417","1.70","0.36","0.70","0.35","0.68"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Ratkin Peltlings","Ratkin","Rats","Chaff","1","1","989","220","769","0","10","0","10","1","1.73","1.00","6.02","2.98","2.98"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Jumpers","Silk Court","Knights","Flyer","2","0","900","535","365","0","10","2","12","88","1.48","0.91","2.94","0.57","0.57"
"Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","643","605","38","0","11","32","43","314","1.10","0.65","1.46","0.11","0.18"
"Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","Ratkin The Twins","Ratkin","Leader","Warrior Hero","3","0","165","34","131","0","43","683","726","109","1.33","0.21","0.41","1.22","2.72"
"Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","Ratkin Ninjas","Ratkin","Elites","Fast Infantry","2","0","426","130","296","0","101","200","301","273","1.93","0.53","1.64","1.68","1.68"
"Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","Silk Court Tarantulas","Silk Court","Knights","Heavy Cavalry","2","0","38","2","36","0","165","787","952","10","2.05","0.20","0.57","3.25","6.02"
