Id,Name,Unit,Include,Faction,Class,Comparison Class,Base Block,Tier,Cost,Equips,Number,Movement,Melee Hit,Ranged Hit,Attacks,HP,Block,Powers,Spells,Banners,Spears,Axes,Clubs,Offhand,Shields,Ranged,Move Colour,HP Colour,Attacks Colour,Melee Colour,Ranged Colour,Block Colour,L1 Colour,L2 Colour,L1 Text Colour,L2 Text Colour,Faction Icon,Min Speed,Total Wounds,Predicted Hits to Kill,EAPM,EAPR,Poison Mult,Ret Bonus,Predicted Hits per Round,Base Score,Exclude From Averages
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,,Slimes ,,Slimes,,,,,,,,,,,,,,"<b>Unstable</b> - Instead of rolling to flee, lose 1 extra wound

<b>Perpetual</b> - After the unit is wiped out, leave their card face down. At the start of each turn, if the space is unoccupied you may roll a die. On a 4+, bring the unit back to life with full wounds, facing a direction of your choice 

<b>Slow</b> - Don't roll a bonus charge dice ",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#000000,#00ffff,#ff00ee,#000000,#ffffff,slimes.png,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Amalgam,,,2,,,,,,,,,,Virulent,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Amalgam,,,2,,,,,,,,,,,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Amalgam,,,2,,,,,,,,,,"

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle.",,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Behemoth,,,2,,,,,,,,,,"

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle.",,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Behemoth,,,2,,,,,,,,,,,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Grafter,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Grafter,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,Grafter,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,,Disciples ,,Disciples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
